user_id,Join_Date,subscription_id,Country,Gender,Age
74,2021-05-01,S01,Canada,Female,23
75,2021-09-12,S01,Mexico,Male,54
76,2020-06-28,S03,France,Female,52
77,2020-02-23,S03,United States,Female,23
78,2022-07-06,S01,Nigeria,Male,28
79,2022-10-19,S01,Mexico,Female,24
80,2021-06-14,S03,Canada,Female,36
81,2021-08-25,S01,Philippines,Male,75
82,2022-02-19,S02,Canada,Male,76
83,2020-09-27,S02,Norway,Male,31
84,2020-04-07,S03,United States,Female,26
85,2021-06-12,S01,Brazil,Male,33
86,2022-05-24,S02,Kenya,Female,75
87,2020-02-22,S02,Spain,Male,25
88,2022-07-30,S02,Colombia,Female,71
89,2021-10-28,S01,Ethiopia,Female,41
90,2022-07-01,S01,United States,Male,73
91,2020-12-19,S01,Mexico,Female,59
92,2021-08-11,S02,Canada,Female,57
93,2020-06-29,S02,Poland,Female,18
94,2020-06-04,S04,France,Male,40
95,2020-07-15,S01,Australia,Female,20
96,2020-08-03,S01,Peru,Male,29
97,2022-10-21,S01,United States,Male,21
98,2022-10-05,S01,Argentina,Female,63
99,2021-12-20,S01,Canada,Male,47
100,2022-04-17,S01,Sweden,Male,27
101,2020-06-09,S01,Nigeria,Male,40
102,2020-09-28,S01,Vietnam,Female,21
103,2021-04-21,S01,Vietnam,Female,30
104,2020-08-17,S03,United Kingdom,Male,47
105,2021-08-13,S05,France,Male,67
106,2022-02-13,S03,United Kingdom,Female,19
107,2021-03-26,S01,United Kingdom,Female,73
108,2022-06-29,S01,Denmark,Male,42
109,2020-05-04,S01,Argentina,Female,21
110,2021-03-15,S03,Sweden,Female,74
111,2021-05-22,S04,United States,Female,63
112,2020-06-15,S01,Kenya,Male,20
113,2020-06-12,S01,Argentina,Female,43
114,2022-01-02,S02,Netherlands,Male,23
115,2022-03-24,S01,Canada,Male,57
116,2020-12-27,S01,Germany,Male,65
117,2022-07-13,S01,Sweden,Female,61
118,2022-10-17,S01,Argentina,Female,28
119,2022-10-05,S01,Denmark,Female,29
120,2022-05-02,S02,Canada,Female,62
121,2020-05-06,S04,United States,Other,66
122,2021-02-15,S01,Venezuela,Male,53
123,2020-10-19,S01,Canada,Male,31
124,2022-12-15,S01,Italy,Male,79
125,2021-10-21,S01,Poland,Male,40
126,2022-04-09,S01,South Africa,Male,38
127,2022-12-17,S01,Canada,Female,71
128,2020-07-29,S01,Egypt,Male,32
129,2021-03-30,S01,Malaysia,Female,61
130,2022-07-22,S04,United States,Male,75
131,2021-10-14,S02,Canada,Female,47
132,2022-07-09,S03,Colombia,Male,18
133,2020-08-22,S01,Japan,Female,31
134,2020-03-10,S01,Canada,Male,35
135,2020-03-22,S02,Saudi Arabia,Male,35
136,2021-10-19,S01,Canada,Female,27
137,2020-06-27,S01,Peru,Male,23
138,2021-12-17,S02,France,Female,34
139,2021-07-07,S01,Saudi Arabia,Male,24
140,2020-07-11,S01,Netherlands,Female,56
141,2021-09-13,S01,Canada,Female,52
142,2022-08-14,S02,Colombia,Female,37
143,2020-01-12,S02,Argentina,Female,37
144,2021-06-06,S02,France,Female,80
145,2020-06-02,S01,Norway,Male,67
146,2020-01-24,S01,Germany,Male,46
147,2021-02-02,S01,South Korea,Male,80
148,2021-03-21,S01,Venezuela,Female,51
149,2022-05-25,S01,Uganda,Female,60
150,2020-12-16,S03,United States,Male,79
151,2021-11-24,S04,New Zealand,Male,50
152,2022-07-16,S01,Pakistan,Male,32
153,2022-10-12,S03,Germany,Male,79
154,2021-08-18,S02,Mexico,Male,71
155,2021-07-04,S01,Algeria,Male,77
156,2022-10-21,S01,United States,Female,34
157,2020-12-30,S01,France,Female,21
158,2022-04-15,S03,United States,Male,40
159,2022-10-13,S01,Argentina,Female,55
160,2022-01-05,S02,Denmark,Male,39
161,2021-04-18,S02,Colombia,Female,32
162,2020-07-11,S03,Denmark,Female,37
163,2020-04-01,S03,Germany,Male,64
164,2022-04-21,S02,Canada,Male,53
165,2020-02-03,S01,Morocco,Male,71
166,2021-06-20,S01,Venezuela,Female,46
167,2022-10-25,S01,Canada,Female,21
168,2022-08-28,S02,Canada,Male,29
169,2021-04-17,S01,United States,Male,23
170,2022-03-26,S01,Uganda,Male,34
171,2022-06-21,S02,United States,Male,62
172,2021-03-08,S02,Mexico,Male,25
173,2021-10-31,S01,United States,Male,21
174,2022-12-18,S03,France,Female,22
175,2020-06-20,S03,Germany,Male,31
176,2020-03-17,S01,Colombia,Female,20
177,2021-10-09,S01,Peru,Female,26
178,2021-02-06,S03,Netherlands,Female,47
179,2022-10-07,S02,Norway,Female,72
180,2022-02-18,S02,Canada,Female,30
181,2021-05-23,S01,Germany,Female,58
182,2022-12-19,S01,Chile,Female,62
183,2022-04-01,S03,France,Female,46
184,2020-01-06,S02,United States,Female,67
185,2022-02-09,S02,Canada,Female,71
186,2021-02-04,S02,Italy,Male,46
187,2020-08-28,S01,Canada,Male,72
188,2020-02-18,S04,United States,Male,28
189,2022-10-27,S01,Canada,Female,37
190,2022-11-26,S03,Canada,Male,25
191,2022-01-12,S04,Spain,Male,38
192,2021-10-28,S01,India,Female,23
193,2020-08-02,S02,Netherlands,Female,67
194,2020-07-04,S03,Poland,Male,30
195,2020-02-02,S01,Brazil,Female,68
196,2022-12-29,S02,Nigeria,Female,47
197,2022-12-14,S01,Bangladesh,Female,76
198,2021-04-04,S02,Italy,Male,73
199,2020-12-19,S01,Brazil,Male,65
200,2020-08-09,S02,United Kingdom,Female,45
201,2021-02-08,S03,Colombia,Male,53
202,2021-01-15,S01,United States,Male,31
203,2021-04-23,S01,United States,Male,70
204,2022-06-15,S01,Canada,Female,53
205,2021-07-27,S02,United Kingdom,Male,22
206,2021-09-25,S01,Italy,Female,48
207,2021-04-27,S02,United States,Female,61
208,2021-07-17,S01,India,Male,72
209,2022-12-11,S02,Germany,Female,69
210,2022-01-31,S03,Canada,Male,37
211,2021-06-15,S02,Chile,Male,39
212,2021-03-25,S02,Italy,Female,74
213,2022-04-22,S01,Mexico,Male,41
214,2021-07-30,S01,Italy,Female,68
215,2022-12-27,S01,Saudi Arabia,Male,58
216,2022-07-13,S01,Venezuela,Male,62
217,2022-11-29,S03,Canada,Male,53
218,2022-09-16,S01,Canada,Male,64
219,2022-09-04,S02,Chile,Male,63
220,2020-04-13,S01,Sweden,Female,59
221,2021-01-05,S01,Canada,Male,76
222,2022-11-09,S01,Indonesia,Female,64
223,2021-04-01,S03,Norway,Male,76
224,2020-11-25,S01,Canada,Female,77
225,2020-11-26,S02,Germany,Female,19
226,2021-07-09,S01,Egypt,Male,70
227,2021-04-04,S01,Germany,Female,53
228,2022-05-09,S01,Sweden,Male,25
229,2022-08-07,S04,Germany,Female,65
230,2020-10-10,S02,Denmark,Female,79
231,2022-07-03,S04,United States,Male,38
232,2022-12-02,S02,Netherlands,Female,57
233,2022-10-20,S01,Germany,Female,72
234,2022-05-09,S01,Spain,Male,32
235,2020-04-18,S04,Canada,Female,28
236,2022-10-23,S01,Canada,Female,29
237,2022-04-22,S02,Netherlands,Male,68
238,2021-12-07,S02,Norway,Female,29
239,2020-10-14,S01,Tanzania,Male,43
240,2021-12-01,S01,Sweden,Female,49
241,2022-07-06,S01,Argentina,Female,64
242,2021-09-14,S01,United States,Female,65
243,2021-09-27,S02,Mexico,Female,64
244,2022-02-03,S03,Poland,Male,76
245,2022-12-02,S01,France,Male,57
246,2022-07-16,S03,Italy,Male,43
247,2021-12-19,S01,Tanzania,Male,23
248,2020-05-16,S01,United States,Male,38
249,2021-09-06,S01,Colombia,Male,25
250,2021-04-14,S01,Sweden,Female,55
251,2021-05-14,S01,Denmark,Female,62
252,2020-12-01,S01,Ghana,Male,60
253,2021-05-02,S01,Norway,Female,69
254,2020-07-29,S01,Norway,Female,40
255,2022-08-03,S03,Canada,Male,65
256,2022-07-15,S01,Canada,Female,59
257,2020-06-05,S01,Canada,Female,57
258,2021-10-11,S02,Canada,Male,19
259,2021-10-03,S05,Canada,Female,79
260,2020-05-05,S02,France,Female,34
261,2020-08-12,S02,Norway,Male,26
262,2021-04-01,S02,Italy,Male,50
263,2021-06-10,S01,Norway,Other,63
264,2022-09-17,S01,Colombia,Female,32
265,2022-06-28,S04,Canada,Female,31
266,2020-06-01,S04,United States,Female,53
267,2022-06-30,S02,Canada,Male,56
268,2022-08-20,S01,Netherlands,Male,18
269,2022-01-13,S01,United States,Female,80
270,2020-09-12,S03,Germany,Female,64
271,2020-09-12,S01,Brazil,Female,54
272,2020-08-04,S01,Sweden,Female,72
273,2020-10-01,S01,Canada,Female,26
274,2020-03-10,S01,Argentina,Male,25
275,2020-03-12,S02,Norway,Male,21
276,2021-12-28,S01,Venezuela,Female,33
277,2022-03-19,S02,United States,Male,80
278,2020-06-17,S01,Bangladesh,Female,45
279,2020-10-05,S01,Saudi Arabia,Male,18
280,2021-10-08,S01,Peru,Female,72
281,2021-07-15,S01,South Africa,Male,45
282,2021-08-14,S02,United States,Female,66
283,2022-11-11,S02,United States,Male,78
284,2021-07-26,S01,Venezuela,Female,25
285,2020-05-25,S01,Venezuela,Female,26
286,2022-08-28,S01,Germany,Male,29
287,2021-08-20,S01,United Kingdom,Male,57
288,2022-06-08,S02,Canada,Female,55
289,2020-07-05,S01,Germany,Female,35
290,2022-11-02,S01,Poland,Male,38
291,2022-04-15,S01,Mexico,Female,57
292,2020-08-21,S04,United Kingdom,Female,66
293,2021-12-30,S04,Canada,Female,73
294,2020-05-01,S02,Spain,Female,20
295,2020-06-30,S03,New Zealand,Male,39
296,2022-06-19,S01,Norway,Male,40
297,2022-02-09,S01,Venezuela,Male,31
298,2022-01-22,S01,Denmark,Male,48
299,2021-05-22,S02,Brazil,Male,27
300,2021-02-19,S01,Chile,Female,27
301,2020-08-13,S04,Sweden,Female,67
302,2020-03-15,S02,Brazil,Male,57
303,2020-04-03,S03,Sweden,Male,30
304,2021-10-09,S01,Chile,Male,66
305,2022-02-22,S01,United States,Female,76
306,2021-06-20,S03,Spain,Female,36
307,2022-05-27,S01,Canada,Female,25
308,2020-09-02,S01,Argentina,Female,79
309,2020-01-28,S01,Netherlands,Male,35
310,2020-12-09,S01,Canada,Female,21
311,2020-06-27,S01,South Korea,Male,76
312,2020-06-01,S01,Morocco,Male,30
313,2022-10-02,S01,United States,Female,25
314,2021-09-22,S02,Mexico,Female,55
315,2021-07-17,S01,Peru,Female,35
316,2020-02-23,S01,Pakistan,Male,36
317,2021-04-11,S01,Turkey,Male,70
318,2020-11-14,S01,Ethiopia,Male,65
319,2021-11-11,S01,Argentina,Male,32
320,2020-11-23,S01,United Kingdom,Female,77
321,2022-05-26,S01,Poland,Female,51
322,2021-10-22,S03,Brazil,Female,56
323,2020-05-01,S03,United States,Female,54
324,2020-10-22,S01,Venezuela,Male,45
325,2022-10-28,S03,Canada,Female,49
326,2022-06-04,S01,Chile,Female,36
327,2020-07-26,S02,Sweden,Female,70
328,2020-09-19,S01,South Korea,Male,19
329,2021-06-25,S01,Poland,Male,75
330,2022-07-09,S02,Italy,Female,27
331,2022-09-30,S03,Chile,Male,36
332,2021-02-19,S05,Sweden,Male,74
333,2020-01-10,S02,Canada,Female,32
334,2021-01-20,S02,Netherlands,Male,37
335,2021-12-16,S01,Mexico,Female,80
336,2021-04-13,S03,Canada,Female,53
337,2020-08-16,S02,Spain,Female,66
338,2021-04-03,S01,Chile,Female,21
339,2020-04-06,S01,Italy,Female,49
340,2020-08-11,S01,Brazil,Male,68
341,2021-08-05,S01,United States,Female,64
342,2020-04-18,S01,Norway,Female,40
343,2021-06-04,S01,China,Female,55
344,2020-01-11,S04,United Kingdom,Male,77
345,2022-03-05,S02,Poland,Male,50
346,2022-08-26,S01,Peru,Male,43
347,2022-07-01,S01,Russia,Female,58
348,2022-11-25,S04,Canada,Female,29
349,2020-11-11,S01,Denmark,Female,32
350,2020-06-18,S01,India,Male,18
351,2022-01-19,S02,Colombia,Female,79
352,2022-02-24,S01,Sweden,Female,39
353,2021-07-27,S02,Sweden,Male,35
354,2021-10-14,S02,Colombia,Male,37
355,2022-02-16,S03,Norway,Male,63
356,2021-05-24,S01,United States,Male,25
357,2021-06-11,S03,Canada,Female,64
358,2022-12-20,S03,Denmark,Female,61
359,2022-05-06,S04,Sweden,Female,74
360,2020-07-06,S03,Colombia,Female,44
361,2021-08-15,S02,Denmark,Male,75
362,2022-10-21,S01,Colombia,Female,26
363,2020-07-18,S01,Chile,Male,20
364,2022-05-10,S01,Thailand,Male,45
365,2020-02-21,S01,Tanzania,Male,39
366,2020-05-17,S02,United Kingdom,Female,25
367,2021-01-02,S01,Indonesia,Female,32
368,2021-08-28,S01,Philippines,Male,48
369,2022-03-10,S01,Morocco,Female,75
370,2020-08-12,S01,Venezuela,Male,35
371,2021-03-28,S01,Sweden,Male,69
372,2020-12-23,S01,Venezuela,Female,36
373,2021-09-29,S03,Germany,Male,27
374,2022-04-19,S01,Nigeria,Male,72
375,2021-04-13,S02,Canada,Female,58
376,2020-06-03,S02,Philippines,Female,66
377,2020-01-17,S03,Spain,Female,76
378,2021-12-04,S01,Brazil,Male,77
379,2022-09-15,S02,Spain,Female,40
380,2021-07-01,S01,Venezuela,Male,71
381,2021-08-04,S01,Norway,Female,38
382,2021-04-30,S01,Spain,Male,52
383,2020-10-08,S01,Peru,Male,44
384,2021-08-14,S02,Italy,Female,70
385,2020-03-31,S03,France,Female,64
386,2020-07-11,S02,South Korea,Male,22
387,2020-01-27,S01,Netherlands,Male,73
388,2022-08-01,S01,Canada,Male,68
389,2020-02-01,S01,Chile,Female,63
390,2022-11-13,S01,Venezuela,Female,62
391,2021-11-03,S02,Canada,Female,76
392,2021-07-27,S04,Netherlands,Female,68
393,2021-10-12,S01,Canada,Female,18
394,2021-11-30,S01,South Korea,Female,33
395,2022-08-14,S02,France,Male,74
396,2022-10-27,S01,Chile,Male,27
397,2022-04-01,S02,Canada,Female,64
398,2021-08-11,S02,Canada,Female,47
399,2022-03-01,S01,Canada,Female,24
400,2020-06-23,S02,Denmark,Female,48
401,2020-02-08,S01,Pakistan,Male,30
402,2021-08-03,S01,Venezuela,Male,22
403,2020-02-01,S02,Norway,Female,52
404,2020-05-01,S01,Venezuela,Female,36
405,2020-06-05,S01,Colombia,Male,41
406,2020-01-19,S01,Brazil,Male,49
407,2020-05-13,S01,Germany,Female,18
408,2021-02-01,S02,Spain,Female,68
409,2021-07-03,S01,Peru,Female,35
410,2020-02-27,S02,United States,Female,56
411,2021-06-13,S01,United States,Male,76
412,2022-01-18,S01,United States,Female,50
413,2021-11-13,S02,Brazil,Female,76
414,2021-06-02,S01,Brazil,Female,25
415,2022-07-04,S01,Turkey,Female,62
416,2020-05-28,S01,Ethiopia,Male,55
417,2021-12-18,S02,Mexico,Female,73
418,2020-06-23,S02,Colombia,Male,22
419,2020-04-12,S01,Egypt,Male,64
420,2021-02-19,S01,Ethiopia,Male,31
421,2021-12-13,S01,Indonesia,Female,62
422,2020-01-23,S02,France,Female,31
423,2020-02-11,S02,Japan,Female,72
424,2021-07-08,S01,Russia,Male,20
425,2020-03-24,S01,Ethiopia,Male,28
426,2022-09-10,S01,Chile,Male,43
427,2020-05-06,S01,Colombia,Male,19
428,2020-03-25,S02,Canada,Female,37
429,2020-05-24,S01,Venezuela,Female,23
430,2020-08-03,S01,Uganda,Male,44
431,2022-12-05,S01,Canada,Male,68
432,2022-07-09,S01,Nigeria,Female,31
433,2021-11-10,S04,France,Female,33
434,2022-10-17,S02,Italy,Male,72
435,2021-08-15,S01,Bangladesh,Male,50
436,2020-10-27,S01,Germany,Female,48
437,2021-02-04,S03,Canada,Female,42
438,2022-11-15,S04,Germany,Female,60
439,2022-06-29,S01,South Africa,Female,31
440,2021-12-20,S01,Peru,Female,38
441,2021-07-11,S01,Argentina,Female,60
442,2022-12-06,S01,Venezuela,Female,29
443,2022-06-15,S01,Germany,Male,21
444,2022-04-26,S03,Spain,Male,41
445,2020-05-17,S01,France,Female,43
446,2021-12-27,S01,Argentina,Female,46
447,2020-07-07,S01,South Africa,Female,55
448,2020-02-19,S03,Denmark,Female,31
449,2021-07-01,S01,Japan,Male,70
450,2020-11-05,S01,Canada,Male,44
451,2021-04-08,S01,France,Female,53
452,2022-02-10,S03,Brazil,Female,61
453,2020-11-10,S01,Colombia,Female,44
454,2021-12-04,S01,Spain,Male,38
455,2020-03-13,S01,Canada,Female,47
456,2021-02-15,S01,Sweden,Male,35
457,2022-03-25,S03,Germany,Male,70
458,2022-07-23,S02,Chile,Female,32
459,2022-03-18,S01,United States,Female,28
460,2020-08-25,S05,United States,Female,26
461,2021-07-16,S01,Philippines,Male,40
462,2022-11-25,S01,Norway,Female,64
463,2020-03-04,S01,France,Male,18
464,2020-01-17,S01,Netherlands,Male,37
465,2020-10-07,S03,Sweden,Female,22
466,2020-06-25,S01,India,Male,58
467,2021-09-21,S01,Saudi Arabia,Female,33
468,2022-03-08,S02,United Kingdom,Female,68
469,2021-06-01,S02,Russia,Female,39
470,2022-10-07,S02,Mexico,Male,54
471,2022-02-24,S03,Canada,Male,76
472,2021-02-04,S03,United States,Female,76
473,2022-01-19,S01,Ethiopia,Female,62
474,2022-04-17,S03,United States,Male,38
475,2022-01-21,S01,Canada,Male,58
476,2020-07-05,S01,Germany,Female,18
477,2020-09-06,S02,Norway,Female,26
478,2020-06-05,S01,Venezuela,Female,24
479,2022-02-23,S02,Brazil,Male,63
480,2020-07-21,S04,Canada,Male,46
481,2021-11-06,S01,Ethiopia,Male,68
482,2020-08-27,S01,Philippines,Female,72
483,2020-08-28,S01,Saudi Arabia,Male,21
484,2021-02-11,S01,Mexico,Female,60
485,2020-06-21,S01,Ghana,Male,52
486,2021-04-21,S02,Denmark,Male,20
487,2022-08-12,S01,Canada,Female,80
488,2022-10-06,S02,Norway,Female,26
489,2022-04-02,S01,Malaysia,Male,57
490,2021-08-15,S01,Bangladesh,Female,61
491,2022-04-16,S01,Argentina,Male,34
492,2022-06-25,S01,Spain,Male,64
493,2021-10-27,S01,United States,Male,53
494,2020-12-07,S04,Canada,Female,27
495,2021-06-08,S03,United States,Female,44
496,2021-03-05,S01,Peru,Female,32
497,2022-01-17,S01,Colombia,Female,29
498,2020-03-22,S01,Venezuela,Female,19
499,2020-03-14,S01,Uganda,Male,79
500,2021-08-16,S01,Netherlands,Male,55
501,2022-02-10,S01,Bangladesh,Male,24
502,2021-12-10,S01,Denmark,Female,37
503,2020-07-24,S03,Italy,Male,22
504,2020-11-06,S01,Vietnam,Male,73
505,2020-08-31,S01,Canada,Male,40
506,2021-01-27,S01,Norway,Female,35
507,2020-03-23,S01,Pakistan,Female,42
508,2022-03-31,S01,United Kingdom,Male,20
509,2021-08-26,S03,United Kingdom,Male,65
510,2022-04-28,S01,Mexico,Female,64
511,2021-07-18,S01,France,Male,80
512,2021-06-18,S01,Netherlands,Female,70
513,2020-01-14,S01,Saudi Arabia,Male,23
514,2021-01-05,S01,Spain,Male,34
515,2020-07-31,S01,Spain,Male,60
516,2021-10-31,S01,Turkey,Male,38
517,2020-06-05,S05,Canada,Female,80
518,2021-11-29,S01,Mexico,Other,71
519,2021-02-03,S03,Norway,Female,45
520,2021-07-18,S01,South Korea,Female,44
521,2022-09-19,S02,Colombia,Male,24
522,2021-10-19,S01,Brazil,Female,58
523,2020-03-27,S03,United States,Female,46
524,2021-03-05,S03,Norway,Female,43
525,2022-06-18,S01,Uganda,Male,33
526,2020-06-14,S01,Brazil,Male,24
527,2020-03-29,S01,Mexico,Female,53
528,2020-04-29,S02,United States,Male,30
529,2021-01-05,S02,Thailand,Male,38
530,2021-11-04,S01,Denmark,Female,28
531,2022-01-04,S03,Mexico,Male,31
532,2020-02-18,S02,Poland,Male,45
533,2020-03-27,S01,United States,Male,24
534,2022-05-24,S01,Canada,Female,59
535,2021-10-16,S01,Spain,Female,26
536,2020-07-27,S01,United Kingdom,Female,61
537,2021-09-21,S01,Sweden,Female,38
538,2022-06-23,S01,Venezuela,Male,39
539,2021-04-19,S04,United States,Male,69
540,2020-07-26,S01,Japan,Female,57
541,2022-02-24,S02,Poland,Male,31
542,2021-02-14,S01,United States,Female,50
543,2021-03-06,S01,Netherlands,Male,80
544,2021-10-13,S02,Peru,Male,62
545,2021-08-03,S02,Mexico,Female,58
546,2022-11-25,S01,Saudi Arabia,Male,57
547,2020-02-19,S01,Denmark,Male,42
548,2021-07-11,S01,Egypt,Female,37
549,2020-06-19,S02,Canada,Male,49
550,2020-06-21,S01,Canada,Male,63
551,2020-11-04,S03,Spain,Female,31
552,2020-09-12,S03,China,Male,27
553,2021-01-21,S02,Canada,Female,68
554,2021-07-07,S01,Uganda,Male,47
555,2022-05-18,S02,Germany,Male,19
556,2022-12-27,S01,Saudi Arabia,Female,62
557,2021-08-09,S01,Denmark,Female,77
558,2021-08-28,S03,Canada,Male,21
559,2020-08-05,S01,Saudi Arabia,Female,25
560,2022-09-26,S04,Spain,Male,41
561,2020-02-21,S01,Argentina,Male,54
562,2021-06-13,S02,Argentina,Female,18
563,2021-12-26,S02,United States,Male,61
564,2020-02-15,S02,Italy,Female,72
565,2020-07-04,S01,Mexico,Male,58
566,2022-08-05,S01,Venezuela,Female,77
567,2021-10-11,S01,Peru,Female,51
568,2020-09-20,S02,Canada,Female,51
569,2020-03-19,S02,Canada,Female,52
570,2021-02-16,S01,Brazil,Female,46
571,2021-07-21,S01,Mexico,Female,51
572,2020-01-22,S01,Venezuela,Female,79
573,2020-07-04,S01,Thailand,Female,76
574,2020-07-07,S01,Canada,Male,34
575,2020-11-21,S01,France,Male,72
576,2020-12-27,S02,United States,Female,27
577,2022-10-30,S03,France,Female,23
578,2021-04-13,S01,Colombia,Male,33
579,2022-12-29,S01,Venezuela,Female,64
580,2020-05-13,S04,United States,Male,57
581,2020-03-05,S02,Saudi Arabia,Female,64
582,2020-07-12,S02,Canada,Female,45
583,2021-04-26,S01,Vietnam,Male,57
584,2021-12-04,S02,United Kingdom,Male,38
585,2021-05-05,S02,Mexico,Male,73
586,2020-12-06,S01,Colombia,Female,47
587,2021-09-12,S02,Canada,Female,39
588,2022-06-05,S04,United States,Male,29
589,2021-12-12,S01,Mexico,Female,45
590,2020-05-16,S02,United States,Male,47
591,2020-08-21,S03,Sweden,Female,76
592,2022-02-22,S02,Vietnam,Female,58
593,2020-04-18,S02,Canada,Male,57
594,2021-12-25,S03,Norway,Female,60
595,2021-01-29,S01,Argentina,Male,79
596,2021-01-07,S02,Sweden,Female,51
597,2020-02-01,S01,Denmark,Female,68
598,2021-02-12,S01,Indonesia,Female,65
599,2021-08-24,S01,Mexico,Male,78
600,2020-10-11,S01,Mexico,Male,35
601,2022-04-25,S03,United States,Male,64
602,2022-03-28,S01,Venezuela,Female,40
603,2021-09-16,S01,Chile,Female,59
604,2022-05-13,S01,France,Female,24
605,2020-05-27,S02,United States,Male,34
606,2021-05-06,S02,Malaysia,Male,56
607,2021-05-10,S01,Venezuela,Female,25
608,2020-12-13,S01,Bangladesh,Female,22
609,2020-06-13,S02,Canada,Female,63
610,2021-11-21,S01,Canada,Male,51
611,2021-10-19,S02,United States,Female,21
612,2021-07-27,S01,Kenya,Male,34
613,2022-03-30,S01,Kenya,Male,32
614,2021-07-18,S03,Italy,Male,63
615,2020-03-23,S01,Venezuela,Male,39
616,2022-07-19,S01,India,Male,28
617,2022-04-17,S03,Brazil,Male,77
618,2022-11-08,S01,Canada,Female,66
619,2022-01-21,S03,United Kingdom,Male,33
620,2020-09-17,S03,Canada,Female,76
621,2022-05-06,S01,Denmark,Male,24
622,2021-05-06,S01,Netherlands,Female,19
623,2021-02-05,S01,Canada,Female,72
624,2020-10-12,S02,Canada,Male,48
625,2021-01-13,S01,Kenya,Female,56
626,2022-01-05,S03,Saudi Arabia,Female,27
627,2021-03-03,S02,Canada,Male,41
628,2021-10-14,S01,Brazil,Female,60
629,2021-05-07,S01,Ethiopia,Female,23
630,2020-12-27,S02,Canada,Male,60
631,2022-10-20,S02,Germany,Female,68
632,2021-12-19,S02,Thailand,Male,79
633,2020-01-06,S02,Chile,Female,39
634,2022-07-14,S01,Venezuela,Male,73
635,2022-12-01,S01,United States,Male,31
636,2022-05-13,S01,Colombia,Male,57
637,2020-10-23,S01,Russia,Female,40
638,2020-10-31,S01,Canada,Female,72
639,2022-05-09,S01,Colombia,Male,28
640,2022-05-10,S03,Canada,Male,72
641,2020-10-15,S03,Norway,Female,50
642,2020-06-01,S02,Canada,Male,63
643,2022-11-21,S02,Canada,Female,71
644,2020-03-10,S05,Germany,Female,41
645,2022-01-16,S02,Malaysia,Female,70
646,2022-03-30,S01,India,Male,20
